Gene,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex,N61311_untreated,N052611_untreated,N080611_untreated,N061011_untreated
LINC02966,5,9,15,5,11,12,12,16
LOC107985936,0,2,0,0,0,1,0,0
ZNG1B,235,432,389,320,266,300,308,362
LOC112268422,4,4,5,2,4,8,6,6
FOXD4L1,1,5,7,3,3,3,4,2
LINC01961,0,1,0,0,0,0,1,0
PGM5P4-AS1,109,179,128,76,113,331,174,143
PGM5P4,90,129,137,259,141,206,171,335
FAM138B,5,2,8,8,7,8,7,15
MIR1302-3,0,1,0,0,0,0,2,0
WASH2P,240,357,289,336,265,391,278,351
DDX11L2,45,68,87,11,70,68,60,14
RPL23AP7,163,227,289,252,234,228,317,282
RABL2A,275,465,499,461,313,388,449,453
LOC112268423,8,20,11,14,7,15,20,18
SLC35F5,2192,6319,4448,5381,1768,2049,2425,2712
MIR4782,1,0,1,0,0,0,0,0
LOC105373570,2,9,8,6,1,6,4,6
ACTR3-AS1,5,13,9,4,5,11,12,7
ACTR3,3891,7349,6981,5970,3015,3385,3819,4171
LINC01191,0,0,0,0,1,2,2,0
LINC02992,0,0,0,0,1,0,0,0
DPP10,0,0,0,0,0,0,0,1
DPP10-AS3,0,0,0,0,0,0,0,0
LOC105373575,0,0,0,0,0,0,0,0
LOC105373574,0,0,0,0,0,0,0,0
LOC107985937,0,0,0,0,0,0,0,0
DPP10-AS1,0,0,0,0,0,0,0,0
LOC107985938,0,0,0,0,0,0,0,0
LOC105373572,0,0,0,0,0,0,0,0
LOC105373576,0,0,0,0,0,0,0,0
DDX18,911,1645,1598,1538,1036,1050,1197,1385
LOC107985939,18,25,30,25,41,55,50,49
CCDC93,1422,2476,1937,2826,1850,1930,2355,2860
LOC101929908,1,3,2,2,2,1,3,0
LOC102723413,0,0,0,0,0,0,0,0
LOC107985940,1,1,2,1,1,1,1,1
INSIG2,398,901,630,960,494,382,396,597
THORLNC,1,23,0,0,1,16,0,1
LOC105373578,0,0,0,0,0,0,0,0
LOC107985815,0,0,0,0,0,0,0,0
LOC105373579,0,0,0,0,0,0,0,0
LOC101927709,0,0,0,0,0,0,0,0
EN1,1,0,4,2,2,1,1,1
MARCO,2,0,0,0,0,0,0,0
C1QL2,0,0,0,0,0,0,0,0
LOC107985941,0,0,0,0,0,0,0,0
STEAP3,69,254,985,322,157,260,666,446
STEAP3-AS1,10,21,84,39,18,26,70,48
LOC105373581,16,55,180,48,31,50,124,93
C2orf76,73,162,116,130,93,99,108,121
DBI,787,1267,1268,1096,702,849,1025,842
TMEM37,10,8,1,6,47,25,12,28
SCTR,1,0,0,0,0,0,0,1
SCTR-AS1,0,0,0,0,0,0,0,0
CFAP221,1,0,0,1,0,3,0,0
TMEM177,63,96,100,82,86,111,125,127
LOC101927764,5,17,11,13,19,13,6,17
PTPN4,189,455,317,428,300,412,414,503
LOC107985817,0,0,0,0,0,0,0,0
EPB41L5,685,1350,1202,1464,688,742,1103,1069
LOC105373582,18,45,34,43,16,24,26,38
TMEM185B,865,1892,1588,1756,956,1047,1210,1537
LOC105373583,0,3,0,1,0,0,0,0
RALB,1056,2162,1592,2029,1020,1203,1230,1596
LOC105373584,0,0,0,0,1,0,0,0
LOC105373989,10,19,103,31,1,2,3,3
INHBB,289,680,2593,842,30,64,142,99
LINC01101,0,0,0,0,0,0,0,0
LOC105373585,0,2,1,2,0,0,0,0
GLI2,197,347,430,467,484,612,606,698
LOC105373587,0,0,0,0,0,0,0,0
LOC105373588,0,0,0,0,0,0,0,0
TFCP2L1,1,0,1,0,0,0,0,0
CLASP1,1536,2919,2426,2899,1507,1722,2243,2050
CLASP1-AS1,4,9,14,7,7,6,6,5
RNU4ATAC,0,1,2,0,1,0,0,1
NIFK-AS1,110,205,195,208,126,175,190,187
NIFK,302,546,520,524,336,345,409,429
TSN,977,2118,1504,1655,1215,1122,1271,1512
LOC105373590,0,0,0,1,0,0,0,0
LINC01823,0,0,0,0,0,0,0,1
LOC105373592,0,0,0,0,0,0,0,0
LOC105373591,0,0,0,1,0,0,0,1
LOC105373593,0,0,0,0,0,0,0,0
LOC107985943,0,0,0,0,0,0,0,0
LOC105373594,0,0,0,0,0,0,0,0
LOC105373595,0,0,0,0,0,0,0,0
LOC105373596,0,0,0,0,0,0,0,0
LINC01826,0,0,0,0,0,0,0,0
LOC107985819,0,0,0,0,0,0,0,0
CNTNAP5-DT,0,0,0,0,0,0,0,0
CNTNAP5,0,0,0,0,0,0,0,0
LOC105373598,0,0,0,0,0,0,0,0
LINC01889,0,0,0,0,0,0,0,0
LINC01941,0,0,0,0,0,0,0,0
LOC105373601,0,0,0,0,0,0,0,0
LOC105373602,0,0,0,0,0,0,0,0
GYPC,1132,1642,1931,1462,1326,1682,2077,1913
LOC105373603,0,0,0,0,0,0,0,0
TEX51,0,0,0,0,0,0,0,0
LOC105373604,3,4,1,7,1,1,1,5
BIN1,698,755,538,822,955,764,905,1109
LOC105373605,0,4,1,4,0,2,1,5
CYP27C1,3,9,0,5,4,5,5,5
ERCC3,751,1451,1291,1524,899,1110,1184,1282
MAP3K2,1113,2003,1634,1970,1193,1215,1500,1746
MAP3K2-DT,20,133,39,67,36,122,56,103
PROC,1,0,1,1,1,1,1,0
MIR4783,0,0,0,0,0,0,0,0
LOC105373608,1,6,9,2,1,5,8,2
IWS1,860,1452,1576,1422,914,1201,1692,1465
MYO7B,4,9,41,6,0,1,37,2
LOC105373609,0,0,0,0,0,0,0,0
LOC101927834,2,9,6,1,0,0,2,0
LIMS2,520,2135,1435,1607,257,744,326,597
GPR17,31,39,39,28,24,17,9,9
WDR33,996,1846,1424,1953,991,1006,1262,1474
SFT2D3,103,214,139,214,90,89,98,159
POLR2D,392,679,600,583,408,429,493,530
AMMECR1L,692,1372,1089,1444,678,781,883,985
LOC107985944,39,59,46,54,25,49,50,50
SAP130,542,1044,668,1009,719,827,933,988
UGGT1,2327,4192,4144,4010,2872,3632,3214,4031
HS6ST1,1665,1798,2097,2210,953,1353,1361,1431
LOC105373610,0,6,12,5,0,0,0,0
LOC105373611,0,0,1,1,0,1,1,1
LOC101927881,0,0,0,0,0,0,0,0
LINC01854,0,0,0,0,0,0,0,0
LOC105373612,0,0,0,0,0,0,0,0
LOC105373613,0,0,0,0,0,0,0,0
LOC105373614,0,0,0,0,0,0,0,0
LOC107985945,0,0,0,0,0,0,0,0
LINC02572,0,1,1,1,0,0,1,4
LOC105373616,0,0,0,0,0,0,0,2
PLAC9P1,3,1,0,2,4,1,1,0
LINC01856,0,0,0,0,0,1,0,0
RAB6C-AS1,10,27,14,30,11,10,12,22
RAB6C,46,245,72,179,52,65,66,127
FAR2P1,0,0,0,0,0,0,0,0
POTEF,4,17,8,10,1,3,4,6
POTEF-AS1,0,0,0,0,0,0,0,0
MED15P9,2,5,2,5,1,2,4,6
CCDC74B,75,141,131,234,73,121,146,210
SMPD4,1009,1704,1586,1782,1207,1287,1397,1619
MZT2B,1014,1061,1189,1413,977,873,812,1212
TUBA3E,2,1,2,2,1,0,1,3
TRE-TTC1-1,0,0,1,0,0,0,0,0
CCDC115,566,1058,815,1059,647,709,926,991
IMP4,539,891,885,839,478,545,601,699
PTPN18,500,607,591,791,384,349,421,423
LOC105373618,3,4,14,11,5,6,6,3
FAR2P2,4,2,1,1,4,3,2,2
CYP4F62P,0,0,0,0,0,0,0,0
POTEI,7,16,13,13,3,2,5,7
CFC1B,0,0,0,0,0,0,0,0
PRSS40B,0,0,0,0,0,0,0,0
LOC107985778,0,0,0,0,0,0,0,0
PRSS40A,0,0,0,0,0,0,0,0
CFC1,0,0,0,0,0,0,0,0
POTEJ,9,19,19,18,8,8,9,9
CYP4F30P,0,0,0,0,0,0,0,0
GPR148,0,0,0,0,0,0,0,0
AMER3,0,0,0,0,0,0,0,0
ARHGEF4,1107,2211,1727,1822,1281,1345,1565,1886
FAM168B,1859,3542,3221,3348,2216,2399,2889,3326
PLEKHB2,1270,2602,2072,2184,1261,1727,1868,1906
POTEE,9,20,22,17,11,7,10,8
LOC112268424,0,0,0,0,0,0,0,0
LOC440910,0,0,0,0,0,0,0,0
RAB6D,36,217,91,172,42,67,93,120
LOC112268425,0,0,0,0,0,0,0,0
LINC01120,0,0,0,0,0,0,0,0
NOC2LP2,8,30,8,19,8,5,15,20
MZT2A,413,600,595,769,450,473,424,683
TUBA3D,5,8,3,9,10,2,9,10
MIR4784,2,2,3,1,1,2,1,1
SMPD4BP,415,666,388,620,512,470,408,496
CCDC74A,147,251,161,202,206,233,224,197
POTEKP,0,1,1,1,0,0,2,0
LINC01087,1,0,0,0,0,0,0,0
C2orf27A,149,193,347,174,204,158,251,183
CDRT15P3,8,10,8,10,6,5,7,10
LINC01945,0,0,0,0,0,0,0,0
ANKRD30BL,0,0,0,0,0,0,0,0
MIR663B,0,0,0,0,0,0,0,0
LOC105373622,0,0,0,0,0,0,0,0
ZNF285CP,0,0,0,4,0,1,1,2
FAM201B,0,0,0,2,0,0,0,0
GPR39,13,18,18,35,6,23,15,9
MIR9986,0,0,0,0,0,0,0,0
LYPD1,6,12,7,14,2,9,8,6
LOC105373623,1,4,0,0,3,5,2,4
NCKAP5,49,54,37,78,208,235,166,263
NCKAP5-AS1,0,0,0,0,0,0,0,1
LOC112268439,0,3,1,3,7,8,4,4
NCKAP5-AS2,0,0,0,0,0,1,1,1
LOC105373627,5,6,12,2,2,1,2,6
LOC105373628,0,0,1,1,0,1,1,1
MGAT5,2680,4904,7225,3662,3805,5141,4220,3370
MIR3679,0,0,0,0,0,0,0,0
TMEM163,1,1,1,4,1,1,3,3
LOC105373629,0,0,0,0,0,1,0,0
ACMSD,5,10,12,11,7,4,12,7
MIR5590,0,0,0,0,0,0,0,0
CCNT2-AS1,16,47,36,26,28,25,31,36
CCNT2,665,1367,1089,1364,749,861,934,1112
MAP3K19,0,2,1,2,0,0,0,1
RAB3GAP1,2266,4573,3388,4322,2648,3199,3191,4125
SNORA40B,1,1,1,1,1,0,1,3
ZRANB3,200,322,297,346,234,315,306,341
R3HDM1,466,856,649,750,558,638,795,731
MIR128-1,0,0,0,0,0,0,0,0
LOC107985946,87,88,125,144,94,105,101,125
UBXN4,2529,5040,4120,4912,3055,3282,4137,4581
LCT,0,1,0,0,0,0,0,0
LCT-AS1,0,0,0,0,0,0,0,0
MCM6,391,1093,471,1123,527,629,588,1040
DARS1,1427,2633,2733,2400,1764,1839,1839,2308
DARS1-AS1,66,73,160,85,88,106,88,92
LOC112268426,0,0,0,0,0,0,0,0
CXCR4,0,0,0,0,0,0,0,0
LOC107985947,0,0,0,0,0,0,0,0
LOC105373633,0,0,0,0,0,0,0,0
THSD7B,0,0,2,0,0,0,0,0
LOC105373634,0,0,0,0,0,0,0,0
LOC101928273,0,0,0,0,0,0,0,0
HNMT,1864,2190,2409,991,919,895,1178,568
LOC107985948,15,12,16,7,7,4,8,2
LOC105373636,0,0,2,0,0,0,0,1
LINC01832,0,0,0,0,0,1,0,0
SPOPL-DT,13,15,9,6,7,12,6,11
SPOPL,505,1104,799,895,417,438,522,577
NXPH2,0,0,0,0,0,0,0,0
YY1P2,0,0,0,0,0,0,0,0
LOC105373639,0,0,0,0,0,0,0,0
LOC105373640,0,0,0,0,0,0,0,0
LOC107985821,0,0,0,0,0,0,0,0
LOC105373643,0,0,0,0,0,0,0,0
LOC105373641,0,0,0,0,0,0,0,0
LOC105373644,0,0,0,0,0,0,0,0
LOC105373645,0,0,0,0,0,1,0,0
LINC01853,0,0,0,0,0,0,0,0
LOC107985822,0,0,0,0,0,0,0,0
LRP1B,4,4,4,8,1,0,6,3
MIR7157,0,0,0,0,0,0,0,0
LOC105373649,0,0,0,0,0,0,1,0
LOC107985779,0,0,0,0,0,0,0,0
LOC105373648,0,0,0,0,0,0,0,0
LOC105373651,0,0,0,0,0,0,0,0
LOC107985823,0,0,0,0,0,0,0,0
LOC105373652,0,0,0,0,0,0,1,0
KYNU,16,6,8,19,17,3,17,6
ARHGAP15,0,3,0,1,1,1,0,1
LOC107985949,0,0,0,0,0,0,0,0
LOC101928361,0,0,0,0,0,0,0,0
ARHGAP15-AS1,0,0,0,0,0,1,0,0
LOC101928386,4,2,4,3,3,7,6,0
GTDC1,349,635,574,563,424,398,589,526
ZEB2,3330,4400,3927,5300,4484,3838,5297,5354
ZEB2-AS1,27,23,35,29,55,45,57,55
LINC01412,1,5,0,2,3,0,3,1
LINC02993,7,13,6,14,15,7,6,15
TEX41,0,1,2,1,0,0,3,0
LOC105373663,0,0,0,0,0,0,0,0
LINC01966,0,0,0,0,0,0,0,0
LOC100505498,4,3,3,4,0,2,8,1
LOC105373664,0,0,0,0,0,0,0,0
LOC105373665,0,1,0,0,0,0,0,0
LOC105373666,0,0,0,0,0,1,0,0
LOC105373667,0,0,0,0,0,0,0,0
PABPC1P2,0,0,0,0,0,0,1,0
LINC01911,0,0,0,0,0,0,0,0
LOC105373668,0,0,0,0,0,0,0,0
LOC107985824,0,3,0,0,0,0,0,0
ACVR2A,180,484,240,433,205,301,228,385
ORC4,337,627,466,553,378,409,461,514
LOC105373674,0,0,0,0,0,0,0,0
MBD5,441,823,655,864,713,765,927,837
LOC105373673,1,0,1,0,0,0,0,2
EPC2,496,1029,791,1035,611,753,842,918
LOC101928526,0,0,0,0,0,0,0,0
KIF5C,10,9,6,7,1,4,3,7
KIF5C-AS1,0,0,0,0,0,0,0,0
LOC101928553,0,0,0,0,0,0,0,0
LYPD6B,1,15,1,0,0,2,2,1
LOC105373678,0,0,0,0,0,0,0,0
LOC105373677,0,0,0,0,0,0,0,0
LOC105373679,0,0,0,0,0,0,0,0
LYPD6,4,9,10,11,4,11,17,9
MIR9899,0,0,0,0,0,0,0,0
MMADHC,1250,2499,2111,2208,1280,1570,2363,1908
MMADHC-DT,41,65,75,71,48,53,87,69
LOC105373680,0,0,0,0,0,0,1,0
LINC01931,0,0,2,0,0,1,2,0
LOC105373682,0,0,0,0,0,0,0,0
LINC01818,0,0,1,0,0,0,0,1
LINC01817,1,2,2,1,1,1,1,5
LOC105373685,0,0,0,0,0,0,0,0
RND3,9121,25120,18324,23407,22749,22219,28978,36449
LINC01920,3,1,1,2,2,0,1,4
LINC02612,0,0,2,3,1,6,2,2
LOC105373686,0,2,0,1,0,2,3,3
LOC107985825,0,0,0,0,0,0,0,0
LOC107985826,0,0,0,0,0,0,0,0
RBM43,409,1174,754,990,803,1213,1171,1517
NMI,190,389,235,289,279,272,338,357
LOC107985827,0,0,0,0,0,0,0,0
LOC101929319,10,3,7,2,29,20,71,33
TNFAIP6,126,79,192,53,423,290,1230,727
MIR4773-1,0,0,0,0,0,0,0,0
MIR4773-2,0,0,0,0,0,0,0,0
RIF1,1045,2031,2110,2398,1113,1328,1774,2115
NEB,8,21,23,18,11,13,24,15
LOC101929356,7,27,17,19,5,14,24,15
ARL5A,538,1049,886,948,575,607,701,854
CACNB4,20,104,56,66,31,111,69,107
STAM2,790,1731,1507,1604,940,963,1226,1291
LOC105373689,3,6,10,6,2,9,5,3
LOC105373688,0,0,0,0,0,0,0,0
FMNL2,1612,3083,2244,4144,1236,1471,1824,2420
LOC105373690,4,7,7,13,3,8,5,9
PRPF40A,1771,3353,3228,2851,1912,2244,2813,2719
ARL6IP6,352,677,433,636,347,343,360,458
LOC105373691,0,0,0,0,0,0,0,0
LOC107985950,0,0,0,0,0,0,0,0
LINC01850,0,0,0,0,0,0,0,1
RPRM,0,1,0,3,0,0,0,3
GALNT13,4,5,1,0,7,2,0,4
LOC100144595,0,0,0,0,0,0,0,0
LOC105373692,0,0,0,0,0,0,0,0
LOC105373694,0,0,0,0,0,0,0,0
LOC105373693,0,0,0,0,0,0,0,0
KCNJ3,0,0,0,0,0,0,0,0
LOC105373696,0,0,0,0,0,0,0,0
LOC107985952,0,0,0,0,0,0,0,0
LOC105373698,0,0,0,0,0,0,0,0
LOC105373699,0,0,0,0,0,0,0,0
LOC105373700,0,0,0,0,0,0,0,0
LOC107985953,0,0,0,1,0,0,0,0
LOC107985828,1,1,2,4,2,7,0,3
LOC105373703,3,17,5,16,1,8,2,11
LINC01876,0,8,0,1,0,9,0,6
NR4A2,39,72,60,123,45,47,67,63
FLJ46875,81,221,140,212,101,115,114,155
TRA-CGC3-1,0,0,0,0,0,0,0,0
TRG-GCC2-2,0,0,0,0,0,0,0,0
GPD2,815,1189,1265,1745,568,524,1117,988
LOC105373707,0,0,0,0,0,0,0,0
LINC01958,0,0,0,0,0,0,0,0
LOC107985955,0,0,0,0,0,0,0,0
LOC105373710,0,0,0,0,0,0,0,0
LOC105373709,0,0,0,0,0,0,1,0
GALNT5,1700,3993,5956,5171,2459,3506,5367,5360
ERMN,0,3,1,1,0,0,0,0
FAM133DP,81,133,135,140,97,107,143,163
LOC105373711,0,0,0,0,0,0,0,0
CYTIP,0,0,1,0,0,0,2,0
LOC105373712,0,0,0,0,0,0,0,0
ACVR1C,12,18,10,26,34,33,36,52
LOC105373713,0,3,2,1,1,1,0,1
ACVR1,1518,2755,2010,2592,1763,1722,2091,2491
LOC105373714,2,0,1,0,1,0,0,0
UPP2,2,1,1,1,3,4,2,1
CCDC148-AS1,1,1,2,1,1,1,1,1
CCDC148,8,43,31,43,14,50,43,37
PKP4,919,2282,2261,2028,1090,1871,1911,1843
LOC105373715,1,0,0,1,0,2,0,2
LOC107985780,21,23,76,35,16,43,43,34
PKP4-AS1,32,69,100,61,39,58,62,52
DAPL1,0,0,1,0,0,0,3,1
TANC1,1032,1383,1258,1762,1661,1392,1805,1747
MIR6888,0,0,0,0,0,0,0,0
LOC105373716,20,35,22,17,14,32,38,25
WDSUB1,85,163,130,270,105,117,209,272
BAZ2B,449,1001,896,1111,741,865,1183,1183
BAZ2B-AS1,28,47,37,46,31,44,45,45
MARCHF7,1714,5420,3485,5258,1820,2296,2617,2734
LY75-CD302,1101,5443,2771,6621,706,1060,796,1411
CD302,1094,5426,2754,6535,702,1046,781,1360
LY75,16,68,40,161,13,24,20,82
PLA2R1,1002,2822,1606,2948,1106,1831,1310,2413
LOC105373717,0,0,1,0,1,1,1,4
ITGB6,2,0,0,0,0,0,0,0
LINC02478,1,1,1,6,1,4,0,8
RBMS1,3729,6221,5527,5871,3423,3410,4324,4097
MIR4785,5,4,3,5,6,2,4,5
LOC105373718,0,0,0,0,0,0,0,0
TANK-AS1,0,0,0,0,0,0,0,0
TANK,1221,2450,1891,2220,951,1103,1400,1315
PSMD14-DT,0,3,2,1,0,1,0,1
LINC01806,0,0,1,0,0,0,0,1
PSMD14,742,1403,1121,1026,689,821,925,983
TBR1,1,0,0,2,0,0,0,0
LOC105373720,0,0,0,0,0,0,0,0
AHCTF1P1,364,1369,390,1092,202,209,256,331
SLC4A10,0,0,0,0,0,0,0,0
LOC105373722,0,0,0,0,0,0,0,0
DPP4,602,3389,2693,3483,1101,2576,3290,3810
DPP4-DT,7,24,30,34,15,27,28,59
LOC101929532,171,492,475,409,194,327,515,346
GCG,1,1,0,2,0,0,0,0
FAP,1879,5549,5273,5000,2251,3392,5085,4127
LOC105373724,0,1,4,3,0,1,2,1
IFIH1,145,319,222,157,269,256,300,188
GCA,112,279,177,264,110,106,117,160
KCNH7,1,1,0,1,0,3,2,1
KCNH7-AS1,0,0,0,0,0,0,0,0
LOC105373727,0,0,0,0,0,0,0,0
LOC107985829,0,0,0,0,0,0,0,0
LOC105373728,0,0,0,0,0,0,0,0
FIGN,140,237,256,224,198,222,376,338
LOC107985957,0,0,0,0,0,0,0,0
GRB14,19,138,58,109,29,63,25,56
COBLL1,430,1551,981,1591,714,1118,959,1663
SNORA70F,2,0,0,0,0,1,2,2
LOC101929633,0,3,0,1,1,1,2,1
SLC38A11,3,139,28,27,11,65,14,41
SCN3A,44,1691,73,1054,178,888,89,1068
SCN2A,191,522,184,192,504,580,255,324
CSRNP3,25,39,22,36,53,79,42,87
GALNT3,24,53,24,69,24,27,28,39
LOC105373730,4,17,20,20,9,14,14,21
LOC100506124,25,35,34,37,18,21,36,36
TTC21B,429,789,745,883,404,471,603,680
TTC21B-AS1,1,1,2,2,1,2,2,0
LOC102724058,1,0,6,3,1,2,0,2
SCN1A,18,73,177,63,24,40,33,31
SCN1A-AS1,99,195,245,275,81,253,251,230
SCN9A,1333,3869,3680,4586,1311,3389,3667,3767
SCN7A,4482,13834,5326,20487,2651,3231,1902,6087
LOC107985958,0,0,0,0,0,0,0,0
XIRP2,2,0,2,5,1,2,1,4
XIRP2-AS1,0,0,0,0,0,0,0,0
B3GALT1,11,31,5,154,11,12,5,31
B3GALT1-AS1,3,4,1,14,2,2,1,1
STK39,594,1110,1116,889,601,644,916,879
LOC107985959,5,29,5,15,2,3,2,14
LOC105373733,0,0,0,0,0,0,0,0
LOC105373734,0,1,0,2,2,0,1,1
LOC102724081,2,20,12,12,7,4,9,7
CERS6,492,1460,712,1185,372,591,607,677
MIR4774,0,0,0,0,0,0,0,0
CERS6-AS1,174,500,216,343,125,200,192,201
NOSTRIN,20,43,39,47,13,16,11,17
SPC25,5,7,6,8,5,6,8,8
G6PC2,0,0,0,0,0,0,0,0
ABCB11,0,0,0,0,0,0,0,0
DHRS9,0,0,0,0,0,0,0,0
LRP2,0,2,0,0,0,0,0,0
BBS5,185,280,302,300,230,307,347,389
KLHL41,20,97,54,94,43,65,56,123
FASTKD1,166,298,370,227,201,224,339,208
PPIG,1059,2159,1807,2013,1178,1584,1958,2085
CFAP210,28,43,121,60,16,21,33,29
PHOSPHO2,60,192,253,224,45,58,65,72
PHOSPHO2-KLHL23,90,269,430,293,49,68,89,95
KLHL23,77,234,371,238,41,57,74,79
SSB,2235,4515,5748,3956,1509,1949,2683,2199
METTL5,534,951,848,834,450,385,566,511
SNORD3K,2,5,2,4,4,0,1,2
UBR3,1013,2296,1756,2149,1008,1256,1393,1589
MYO3B,31,18,18,18,25,28,9,34
LOC105373735,0,0,0,0,0,0,0,0
MYO3B-AS1,0,0,0,0,0,0,0,0
LOC100130256,3,4,0,1,2,3,1,3
ERICH2-DT,3,7,1,2,7,4,1,3
LINC01124,1,1,0,1,1,1,0,3
SP5,1,4,0,5,15,14,3,16
ERICH2,62,70,4,64,120,87,13,153
GAD1,5,1,1,3,3,5,0,4
GORASP2,1733,3000,3092,2838,2117,2468,2971,3168
TLK1,1443,3211,2637,2549,1582,1892,3258,2353
LOC107983995,3,11,11,5,2,11,14,8
LOC105373737,6,8,8,4,4,3,6,4
METTL8,491,887,844,774,494,573,855,780
DCAF17,380,745,628,708,382,492,583,748
CYBRD1,21980,58959,48729,63900,22677,33310,42639,46139
DYNC1I2,2347,4398,3483,4231,2673,3192,3384,3764
SLC25A12,540,1100,629,936,429,409,538,619
LOC105373739,0,1,0,0,1,0,0,0
LOC105373740,0,2,0,0,0,1,0,0
HAT1,362,760,666,704,461,586,698,762
METAP1D,128,256,207,217,153,190,177,181
DLX1,1,5,7,2,0,3,4,3
DLX2,0,4,2,2,0,0,3,1
DLX2-DT,0,0,0,0,0,0,0,0
LOC105373741,0,0,0,0,0,0,0,0
LOC107985960,0,0,0,0,0,0,0,0
LOC105376738,0,0,0,0,0,0,0,0
LOC105373742,0,0,0,0,0,0,0,0
ITGA6,111,1082,617,641,129,464,392,322
ITGA6-AS1,8,8,21,8,0,8,6,6
PDK1,427,944,1618,800,746,996,870,1095
RAPGEF4-AS1,0,0,0,2,3,3,2,2
RAPGEF4,28,16,31,35,60,45,73,71
MAP3K20,4225,6972,6553,6965,5104,5092,6732,6659
MAP3K20-AS1,172,221,348,291,235,260,352,287
LOC105373743,0,0,0,0,0,0,0,0
CDCA7,51,37,73,32,51,46,48,41
LOC105373744,0,0,0,0,0,0,0,0
LOC107985961,0,0,0,0,0,0,0,0
LOC105373745,0,0,0,0,0,0,0,0
SP3,1583,2883,2212,2846,2232,2114,2469,2845
LINC01960,11,14,7,5,8,10,0,12
LOC105373746,0,0,0,0,0,0,0,0
OLA1,811,1574,1203,1311,1003,1209,1217,1323
LINC01305,0,0,0,0,0,0,0,0
LOC102724194,0,0,0,0,0,0,0,0
SP9,0,0,0,0,0,0,0,1
CIR1,561,1403,972,1292,699,1046,1230,1214
SCRN3,409,869,679,806,619,682,805,851
GPR155,154,407,267,274,207,355,299,309
GPR155-DT,1,10,16,4,5,8,7,11
WIPF1,1484,2875,1964,2653,1355,1671,1866,2095
H3P6,826,1508,1166,1359,1061,1146,1282,1438
CHRNA1,1,7,7,3,6,6,4,0
LOC105373750,0,1,1,0,0,0,2,0
CHN1,1554,2824,3540,1481,2224,3655,3821,2341
ATF2,869,1717,1158,1587,994,1129,1171,1383
MIR933,0,0,0,0,0,0,0,0
ATP5MC3,1309,2408,1949,1925,1434,1562,1677,1763
LOC105373752,0,0,0,0,0,0,0,0
LOC107985962,0,0,0,0,0,0,0,0
LNPK,1693,3647,2601,3957,1764,1861,2251,2488
LOC107985830,0,1,0,1,0,0,0,0
EVX2,0,0,0,0,0,0,0,0
HOXD13,0,0,0,0,0,0,0,0
HOXD12,0,0,0,0,0,0,0,1
LOC107985805,0,0,0,0,0,0,0,0
HOXD11,0,0,0,0,0,0,0,0
HOXD10,0,0,0,0,0,0,0,0
HOXD9,0,0,0,1,0,0,0,0
LOC100129455,1,0,0,2,2,0,0,0
HOXD8,12,2,0,8,13,1,1,12
HOXD-AS2,2,0,0,0,1,0,0,2
LOC401021,1,0,0,1,0,0,0,2
MIR10B,0,0,0,0,0,0,0,0
HOXD4,9,1,1,6,6,1,0,4
HOXD3,0,0,0,0,1,0,0,0
HAGLR,0,0,0,0,0,0,0,1
HAGLROS,0,0,0,0,0,0,0,0
HOXD1,0,0,0,0,0,0,0,0
MIR7704,0,0,0,0,0,0,0,0
MTX2,343,690,581,665,391,450,624,574
MIR1246,0,0,0,0,0,0,0,0
LOC105373754,3,1,2,3,0,0,1,2
LINC01116,17,14,24,23,17,9,16,19
LINC01117,4,1,5,7,3,3,1,7
LOC105369143,0,0,0,1,0,0,0,0
LOC101929963,0,0,1,0,0,0,0,0
LOC105373757,1,0,0,0,0,0,0,0
LOC107985966,2,0,0,0,0,0,0,0
LOC105373756,0,0,0,0,0,0,0,0
LOC107985965,0,0,0,0,0,0,0,0
LOC105373760,1,0,1,0,1,0,0,0
LOC105373759,4,20,2,11,9,19,18,6
HNRNPA3,4056,5097,5719,4376,4195,3898,4248,4178
MIR4444-1,37,35,70,55,42,48,60,58
NFE2L2,6095,11968,9569,10355,6245,6843,10657,7076
MIR3128,0,0,0,2,0,0,0,0
LOC100130691,23,64,65,60,28,67,58,67
MIR6512,0,0,0,1,1,2,3,1
AGPS,727,1377,1323,1430,750,892,1005,1144
LOC105373762,0,0,0,0,0,1,0,0
TTC30B,64,142,114,105,117,139,148,161
TTC30A,134,252,284,257,253,349,258,339
PDE11A,2,5,4,6,0,1,1,1
PDE11A-AS1,0,0,0,1,0,0,0,0
RBM45,156,298,305,228,193,225,286,275
OSBPL6,18,30,20,40,26,42,41,45
CHROMR,118,181,121,142,119,127,126,169
PRKRA,579,1004,883,901,621,683,875,764
PJVK,71,163,97,147,91,115,128,174
FKBP7,691,939,683,966,922,838,835,1094
PLEKHA3,391,900,565,711,289,440,491,488
TTN-AS1,74,142,91,160,94,114,72,144
TTN,381,596,571,770,459,537,391,672
LOC101927055,1,1,0,1,0,1,1,0
CCDC141,3,0,1,2,1,1,0,4
LOC105373766,0,0,0,0,0,1,0,1
SESTD1,1240,2227,1409,2477,1412,1429,1984,2269
ZNF385B,0,0,0,0,0,0,0,1
LOC101927073,0,0,0,0,0,0,0,0
LOC107985967,0,0,0,0,1,0,0,0
MIR1258,0,0,0,0,0,0,0,0
CWC22,380,791,754,736,519,625,795,821
EPCART,0,0,0,0,0,0,0,0
LOC105373768,0,0,1,0,0,0,0,0
